196,Yunnan,CO2,Central,10.39128254375522,云南
210,Yunnan,Land,Central,1448.9977814029426,云南
224,Yunnan,Water,Central Coast,1153.7959662473445,云南
238,Yunnan,Energy,Central Coast,3.7006020650606635,云南
252,Yunnan,CO2,Central Coast,10.997294820745404,云南
266,Yunnan,Land,Central Coast,1298.486694524134,云南
280,Yunnan,Water,South Coast,1647.7957013640355,云南
294,Yunnan,Energy,South Coast,9.250633923587912,云南
308,Yunnan,CO2,South Coast,26.775229090374534,云南
322,Yunnan,Land,South Coast,1564.0727108935903,云南
336,Yunnan,Water,Southwest,1646.9058439312957,云南
350,Yunnan,Energy,Southwest,3.5905813571554743,云南
364,Yunnan,CO2,Southwest,11.425158263698712,云南
378,Yunnan,Land,Southwest,1890.2506624034072,云南
392,Yunnan,Water,Northwest,707.3805065571306,云南
406,Yunnan,Energy,Northwest,1.71542371532368,云南
420,Yunnan,CO2,Northwest,5.406479552259601,云南
434,Yunnan,Land,Northwest,807.8962561577829,云南
448,Yunnan,Water,EU,340.1797407148824,云南
462,Yunnan,Energy,EU,2.449216781969932,云南
476,Yunnan,CO2,EU,6.8474138568265515,云南
490,Yunnan,Land,EU,323.1915652345796,云南
504,Yunnan,Water,Non-EU,115.15866908937306,云南
518,Yunnan,Energy,Non-EU,0.8208458282850569,云南
532,Yunnan,CO2,Non-EU,2.2899070489282973,云南
546,Yunnan,Land,Non-EU,110.90306115177155,云南
560,Yunnan,Water,EA,298.3941711785759,云南
574,Yunnan,Energy,EA,1.898830887606769,云南
588,Yunnan,CO2,EA,5.339493428944198,云南
602,Yunnan,Land,EA,298.2823061067965,云南
616,Yunnan,Water,BRIIAT,292.81544554183563,云南
630,Yunnan,Energy,BRIIAT,2.07286035148578,云南
644,Yunnan,CO2,BRIIAT,5.789345526966354,云南
658,Yunnan,Land,BRIIAT,284.7171041481196,云南
672,Yunnan,Water,NAFTA,567.7047894451306,云南
686,Yunnan,Energy,NAFTA,3.993524278653065,云南
700,Yunnan,CO2,NAFTA,11.180137481838702,云南
714,Yunnan,Land,NAFTA,548.3500890235778,云南
728,Yunnan,Water,RoW,464.98995279046903,云南
742,Yunnan,Energy,RoW,3.369380151822477,云南
756,Yunnan,CO2,RoW,9.389087035304952,云南
770,Yunnan,Land,RoW,450.70914287807767,云南
,source,EWCL,target,value,region
1,North,Water,Shanghai,10245.000355541302,上海
2,Northeast,Water,Shanghai,4722.717897502237,上海
3,Central,Water,Shanghai,7232.937762005144,上海
4,Central Coast,Water,Shanghai,1878.0293514967861,上海
5,South Coast,Water,Shanghai,607.1303357815568,上海
6,Southwest,Water,Shanghai,2458.989719589611,上海
7,Northwest,Water,Shanghai,4362.4059670711,上海
8,EU,Water,Shanghai,106.95851727808297,上海
9,Non-EU,Water,Shanghai,55.0306319658718,上海
10,EA,Water,Shanghai,64.48445715987214,上海
11,BRIIAT,Water,Shanghai,2033.8544144985315,上海
12,NAFTA,Water,Shanghai,1265.510037240931,上海
13,RoW,Water,Shanghai,3984.6463036461987,上海
15,North,Energy,Shanghai,15.06468854271657,上海
16,Northeast,Energy,Shanghai,4.226885768355982,上海
17,Central,Energy,Shanghai,21.168625014716426,上海
18,Central Coast,Energy,Shanghai,11.454645556849067,上海
19,South Coast,Energy,Shanghai,3.488140007713828,上海
20,Southwest,Energy,Shanghai,4.66306027704631,上海
21,Northwest,Energy,Shanghai,9.125273150668573,上海
22,EU,Energy,Shanghai,1.4679529705988181,上海
23,Non-EU,Energy,Shanghai,0.4476573137862505,上海
24,EA,Energy,Shanghai,4.90511866598017,上海
25,BRIIAT,Energy,Shanghai,3.14221888376275,上海
26,NAFTA,Energy,Shanghai,1.9564612917588138,上海
27,RoW,Energy,Shanghai,9.374668713341853,上海
29,North,CO2,Shanghai,45.275644049986305,上海
30,Northeast,CO2,Shanghai,13.938387835476727,上海
31,Central,CO2,Shanghai,64.0378817974513,上海
32,Central Coast,CO2,Shanghai,31.64139017742666,上海
33,South Coast,CO2,Shanghai,9.290260426642083,上海
34,Southwest,CO2,Shanghai,14.88146861847723,上海
35,Northwest,CO2,Shanghai,27.942758878450324,上海
36,EU,CO2,Shanghai,1.7011504089744205,上海
37,Non-EU,CO2,Shanghai,0.6727701275174538,上海
38,EA,CO2,Shanghai,4.45919916860465,上海
39,BRIIAT,CO2,Shanghai,7.321887629830098,上海
40,NAFTA,CO2,Shanghai,3.0716240191724666,上海
41,RoW,CO2,Shanghai,11.8884596483484,上海
43,North,Land,Shanghai,1791.4220308798667,上海
44,Northeast,Land,Shanghai,2520.4620098375344,上海
45,Central,Land,Shanghai,2053.3991968636687,上海
46,Central Coast,Land,Shanghai,348.8512418730515,上海
47,South Coast,Land,Shanghai,238.19216480608657,上海
48,Southwest,Land,Shanghai,1975.2697598151103,上海
49,Northwest,Land,Shanghai,8032.086331513283,上海
50,EU,Land,Shanghai,52.00755079032576,上海
51,Non-EU,Land,Shanghai,27.361685353294334,上海
52,EA,Land,Shanghai,12.184096288923715,上海
53,BRIIAT,Land,Shanghai,1521.0634774024988,上海
54,NAFTA,Land,Shanghai,596.7459432153793,上海
55,RoW,Land,Shanghai,2723.3361818339986,上海
56,Shanghai,Water,North,504.64530313173475,上海
70,Shanghai,Energy,North,6.883562145458318,上海
84,Shanghai,CO2,North,16.178783572518405,上海
98,Shanghai,Land,North,28.60631865167014,上海
112,Shanghai,Water,Northeast,190.19283319169256,上海
126,Shanghai,Energy,Northeast,2.285291038201249,上海
140,Shanghai,CO2,Northeast,5.606176739726567,上海
154,Shanghai,Land,Northeast,7.923468569211187,上海
168,Shanghai,Water,Central,570.9755421704522,上海
182,Shanghai,Energy,Central,6.253457775372789,上海
196,Shanghai,CO2,Central,15.311616963505598,上海
210,Shanghai,Land,Central,25.663207756966038,上海
224,Shanghai,Water,Central Coast,315.24176188254717,上海
238,Shanghai,Energy,Central Coast,3.4820346083819302,上海
252,Shanghai,CO2,Central Coast,8.28961460318469,上海
266,Shanghai,Land,Central Coast,19.713593901082675,上海
280,Shanghai,Water,South Coast,260.88237442572915,上海
294,Shanghai,Energy,South Coast,3.319087194316284,上海
308,Shanghai,CO2,South Coast,7.899799330385388,上海
322,Shanghai,Land,South Coast,12.306211354933161,上海
336,Shanghai,Water,Southwest,292.9700653854208,上海
350,Shanghai,Energy,Southwest,3.3056910222802554,上海
364,Shanghai,CO2,Southwest,8.007622348265322,上海
378,Shanghai,Land,Southwest,13.734199629648023,上海
392,Shanghai,Water,Northwest,365.96404759851197,上海
406,Shanghai,Energy,Northwest,4.080353607903406,上海
420,Shanghai,CO2,Northwest,9.784902022073064,上海
434,Shanghai,Land,Northwest,20.085493652951396,上海
448,Shanghai,Water,EU,412.82584797460885,上海
462,Shanghai,Energy,EU,4.258029286237043,上海
476,Shanghai,CO2,EU,10.46744565850002,上海
490,Shanghai,Land,EU,18.420614076003826,上海
504,Shanghai,Water,Non-EU,146.2895191833518,上海
518,Shanghai,Energy,Non-EU,1.4897324686607314,上海
532,Shanghai,CO2,Non-EU,3.6604646517904595,上海
546,Shanghai,Land,Non-EU,6.814443255047241,上海
560,Shanghai,Water,EA,333.67757190474566,上海
574,Shanghai,Energy,EA,3.5786708690319133,上海
588,Shanghai,CO2,EA,8.795861719689293,上海
602,Shanghai,Land,EA,15.445276693253758,上海
616,Shanghai,Water,BRIIAT,356.2504375332183,上海
630,Shanghai,Energy,BRIIAT,3.7676284117371326,上海
644,Shanghai,CO2,BRIIAT,9.256892912392708,上海
658,Shanghai,Land,BRIIAT,16.47600572336788,上海
672,Shanghai,Water,NAFTA,724.5145587757003,上海
686,Shanghai,Energy,NAFTA,7.329718417869099,上海
700,Shanghai,CO2,NAFTA,18.098107170489715,上海
714,Shanghai,Land,NAFTA,31.716389064526727,上海
728,Shanghai,Water,RoW,589.6749865199265,上海
742,Shanghai,Energy,RoW,6.510220776621528,上海
756,Shanghai,CO2,RoW,15.957522725135062,上海
770,Shanghai,Land,RoW,25.031443832911496,上海
,source,EWCL,target,value,region
1,North,Water,Henan,3062.9439549781964,河南
2,Northeast,Water,Henan,2380.6186917744576,河南
3,Central,Water,Henan,2205.195185662201,河南
4,Central Coast,Water,Henan,1529.1947272119635,河南
5,South Coast,Water,Henan,673.4456458913018,河南
6,Southwest,Water,Henan,1863.962622596542,河南
7,Northwest,Water,Henan,3302.91224698899,河南
8,EU,Water,Henan,180.8485688541943,河南
9,Non-EU,Water,Henan,91.5063906926741,河南
10,EA,Water,Henan,103.55344898990428,河南
11,BRIIAT,Water,Henan,4318.246426777641,河南
12,NAFTA,Water,Henan,2695.3922529023585,河南
13,RoW,Water,Henan,7884.196584847767,河南
15,North,Energy,Henan,16.024959332274594,河南
16,Northeast,Energy,Henan,6.6212066852440925,河南
17,Central,Energy,Henan,9.379563601152643,河南
18,Central Coast,Energy,Henan,10.705905201338922,河南
19,South Coast,Energy,Henan,6.154349957967149,河南
20,Southwest,Energy,Henan,8.479704316970983,河南
21,Northwest,Energy,Henan,9.448347584298215,河南
22,EU,Energy,Henan,2.2502346873103996,河南
23,Non-EU,Energy,Henan,0.6867968620396818,河南
24,EA,Energy,Henan,7.445346110498299,河南
25,BRIIAT,Energy,Henan,4.754548425280451,河南
26,NAFTA,Energy,Henan,3.035519041706205,河南
27,RoW,Energy,Henan,13.29325342261851,河南
29,North,CO2,Henan,43.649811150703115,河南
30,Northeast,CO2,Henan,18.020697772971435,河南
31,Central,CO2,Henan,27.48699676846138,河南
32,Central Coast,CO2,Henan,28.04437888030536,河南
33,South Coast,CO2,Henan,16.71670669438164,河南
34,Southwest,CO2,Henan,24.378920258307737,河南
35,Northwest,CO2,Henan,27.39413118780558,河南
36,EU,CO2,Henan,2.6395985095574703,河南
37,Non-EU,CO2,Henan,1.0491402804435392,河南
38,EA,CO2,Henan,7.007148277643408,河南
39,BRIIAT,CO2,Henan,12.120586358628024,河南
40,NAFTA,CO2,Henan,5.157639323980736,河南
41,RoW,CO2,Henan,18.941353644150624,河南
43,North,Land,Henan,540.1007460222953,河南
44,Northeast,Land,Henan,1230.1469830187377,河南
45,Central,Land,Henan,708.7827148836767,河南
46,Central Coast,Land,Henan,178.51564946850092,河南
47,South Coast,Land,Henan,281.4860470773235,河南
48,Southwest,Land,Henan,1239.7341062206258,河南
49,Northwest,Land,Henan,6077.810686836433,河南
50,EU,Land,Henan,94.53730007980485,河南
51,Non-EU,Land,Henan,43.54275027128894,河南
52,EA,Land,Henan,19.205479478058738,河南
53,BRIIAT,Land,Henan,3166.2267421653787,河南
54,NAFTA,Land,Henan,1259.6950904569771,河南
55,RoW,Land,Henan,5481.458240377429,河南
56,Henan,Water,North,5712.2623085327905,河南
70,Henan,Energy,North,19.79204484741287,河南
84,Henan,CO2,North,56.76481752193269,河南
98,Henan,Land,North,912.874807508994,河南
112,Henan,Water,Northeast,2305.9592505351147,河南
126,Henan,Energy,Northeast,4.867956328239654,河南
140,Henan,CO2,Northeast,14.39130125033837,河南
154,Henan,Land,Northeast,370.39004998344984,河南
168,Henan,Water,Central,3837.159899054091,河南
182,Henan,Energy,Central,14.123389358360622,河南
196,Henan,CO2,Central,40.125941369166384,河南
210,Henan,Land,Central,613.1957806208723,河南
224,Henan,Water,Central Coast,5930.798898076537,河南
238,Henan,Energy,Central Coast,22.469473894213547,河南
252,Henan,CO2,Central Coast,62.84428413332932,河南
266,Henan,Land,Central Coast,948.0366542667549,河南
280,Henan,Water,South Coast,3069.043105283612,河南
294,Henan,Energy,South Coast,7.099665137195872,河南
308,Henan,CO2,South Coast,21.026504894945255,河南
322,Henan,Land,South Coast,492.8652496177921,河南
336,Henan,Water,Southwest,3312.666775338974,河南
350,Henan,Energy,Southwest,7.625389795316502,河南
364,Henan,CO2,Southwest,22.332759398621565,河南
378,Henan,Land,Southwest,532.4875859194675,河南
392,Henan,Water,Northwest,5158.607060508523,河南
406,Henan,Energy,Northwest,16.020687738093837,河南
420,Henan,CO2,Northwest,45.32156048931425,河南
434,Henan,Land,Northwest,828.3561956286858,河南
448,Henan,Water,EU,1505.4970322656159,河南
462,Henan,Energy,EU,4.192714128669497,河南
476,Henan,CO2,EU,12.080815275383651,河南
490,Henan,Land,EU,242.2857103200013,河南
504,Henan,Water,Non-EU,514.0691303257526,河南
518,Henan,Energy,Non-EU,1.4575872885208787,河南
532,Henan,CO2,Non-EU,4.192009180680707,河南
546,Henan,Land,Non-EU,82.74689676750201,河南
560,Henan,Water,EA,1341.5896848991897,河南
574,Henan,Energy,EA,3.5237310555624006,河南
588,Henan,CO2,EA,10.21434918561046,河南
602,Henan,Land,EA,215.89802934870602,河南
616,Henan,Water,BRIIAT,1404.5854327457228,河南
630,Henan,Energy,BRIIAT,3.838952841182619,河南
644,Henan,CO2,BRIIAT,11.089674664254604,河南
658,Henan,Land,BRIIAT,225.96271649511402,河南
672,Henan,Water,NAFTA,2587.2210746246114,河南
686,Henan,Energy,NAFTA,7.163707172349344,河南
700,Henan,CO2,NAFTA,20.689000368053655,河南
714,Henan,Land,NAFTA,415.39469995584244,河南
728,Henan,Water,RoW,2066.136569554596,河南
742,Henan,Energy,RoW,6.184798458697821,河南
756,Henan,CO2,RoW,17.69440737790867,河南
770,Henan,Land,RoW,332.38723837236546,河南
,source,EWCL,target,value,region
1,North,Water,Inner Mongolia,1295.1364564715043,内蒙古
2,Northeast,Water,Inner Mongolia,1268.3824275214652,内蒙古
3,Central,Water,Inner Mongolia,2872.4897397785912,内蒙古
4,Central Coast,Water,Inner Mongolia,1006.094277811243,内蒙古
5,South Coast,Water,Inner Mongolia,293.18587271498984,内蒙古
6,Southwest,Water,Inner Mongolia,971.5777912999891,内蒙古
7,Northwest,Water,Inner Mongolia,643.194799010718,内蒙古
8,EU,Water,Inner Mongolia,74.1878837056626,内蒙古
9,Non-EU,Water,Inner Mongolia,37.80055395261639,内蒙古
10,EA,Water,Inner Mongolia,42.55569645349176,内蒙古
11,BRIIAT,Water,Inner Mongolia,1657.7013810613284,内蒙古
12,NAFTA,Water,Inner Mongolia,1038.974039184005,内蒙古
13,RoW,Water,Inner Mongolia,2954.1461862118026,内蒙古
15,North,Energy,Inner Mongolia,9.904920105633328,内蒙古
16,Northeast,Energy,Inner Mongolia,5.856229690547273,内蒙古
17,Central,Energy,Inner Mongolia,8.921105476038585,内蒙古
18,Central Coast,Energy,Inner Mongolia,5.7203186997938955,内蒙古
19,South Coast,Energy,Inner Mongolia,2.0608226035086448,内蒙古
20,Southwest,Energy,Inner Mongolia,3.7782570369578257,内蒙古
21,Northwest,Energy,Inner Mongolia,3.234743083984994,内蒙古
22,EU,Energy,Inner Mongolia,0.9535421513755925,内蒙古
23,Non-EU,Energy,Inner Mongolia,0.29556352496526733,内蒙古
24,EA,Energy,Inner Mongolia,3.1164615194257106,内蒙古
25,BRIIAT,Energy,Inner Mongolia,2.2377704940588123,内蒙古
26,NAFTA,Energy,Inner Mongolia,1.3107417995572632,内蒙古
27,RoW,Energy,Inner Mongolia,6.271789696180934,内蒙古
29,North,CO2,Inner Mongolia,26.713481089429088,内蒙古
30,Northeast,CO2,Inner Mongolia,15.239925274760578,内蒙古
31,Central,CO2,Inner Mongolia,25.63295828455454,内蒙古
32,Central Coast,CO2,Inner Mongolia,14.739093515567152,内蒙古
33,South Coast,CO2,Inner Mongolia,5.271802666359941,内蒙古
34,Southwest,CO2,Inner Mongolia,10.309673259377169,内蒙古
35,Northwest,CO2,Inner Mongolia,8.735235684842966,内蒙古
36,EU,CO2,Inner Mongolia,1.120465012202761,内蒙古
37,Non-EU,CO2,Inner Mongolia,0.44961378592675033,内蒙古
38,EA,CO2,Inner Mongolia,2.887729541315437,内蒙古
39,BRIIAT,CO2,Inner Mongolia,5.574823565417518,内蒙古
40,NAFTA,CO2,Inner Mongolia,2.196033026894311,内蒙古
41,RoW,CO2,Inner Mongolia,8.270374910365597,内蒙古
43,North,Land,Inner Mongolia,222.59823363911252,内蒙古
44,Northeast,Land,Inner Mongolia,630.1848995612808,内蒙古
45,Central,Land,Inner Mongolia,673.1347643790222,内蒙古
46,Central Coast,Land,Inner Mongolia,145.17479920096002,内蒙古
47,South Coast,Land,Inner Mongolia,113.52142531455398,内蒙古
48,Southwest,Land,Inner Mongolia,658.7259614388415,内蒙古
49,Northwest,Land,Inner Mongolia,1428.4392962060508,内蒙古
50,EU,Land,Inner Mongolia,38.11371025855107,内蒙古
51,Non-EU,Land,Inner Mongolia,18.09077603726673,内蒙古
52,EA,Land,Inner Mongolia,7.9050243862999565,内蒙古
53,BRIIAT,Land,Inner Mongolia,1206.0590873039523,内蒙古
54,NAFTA,Land,Inner Mongolia,487.454772177477,内蒙古
55,RoW,Land,Inner Mongolia,2027.2797739308612,内蒙古
56,Inner Mongolia,Water,North,3530.873813317199,内蒙古
70,Inner Mongolia,Energy,North,34.41451845345982,内蒙古
84,Inner Mongolia,CO2,North,98.65362443600297,内蒙古
98,Inner Mongolia,Land,North,10080.374809391209,内蒙古
112,Inner Mongolia,Water,Northeast,1712.2153171089947,内蒙古
126,Inner Mongolia,Energy,Northeast,29.987878648399054,内蒙古
140,Inner Mongolia,CO2,Northeast,85.40659530737283,内蒙古
154,Inner Mongolia,Land,Northeast,4738.5103415339945,内蒙古
168,Inner Mongolia,Water,Central,2328.1210001294926,内蒙古
182,Inner Mongolia,Energy,Central,10.431552993939448,内蒙古
196,Inner Mongolia,CO2,Central,30.592198632111483,内蒙古
210,Inner Mongolia,Land,Central,6772.05269175023,内蒙古
224,Inner Mongolia,Water,Central Coast,3279.6922302075336,内蒙古
238,Inner Mongolia,Energy,Central Coast,13.148784702153652,内蒙古
252,Inner Mongolia,CO2,Central Coast,38.610722203602236,内蒙古
266,Inner Mongolia,Land,Central Coast,9557.252935763061,内蒙古
280,Inner Mongolia,Water,South Coast,708.20875940898,内蒙古
294,Inner Mongolia,Energy,South Coast,4.4551093343322705,内蒙古
308,Inner Mongolia,CO2,South Coast,12.694403170032707,内蒙古
322,Inner Mongolia,Land,South Coast,2048.1140055577016,内蒙古
336,Inner Mongolia,Water,Southwest,600.7319196209422,内蒙古
350,Inner Mongolia,Energy,Southwest,4.024830951270227,内蒙古
364,Inner Mongolia,CO2,Southwest,11.417427862401109,内蒙古
378,Inner Mongolia,Land,Southwest,1733.0807860976956,内蒙古
392,Inner Mongolia,Water,Northwest,770.8572039994635,内蒙古
406,Inner Mongolia,Energy,Northwest,5.413895163841227,内蒙古
420,Inner Mongolia,CO2,Northwest,15.333366576156433,内蒙古
434,Inner Mongolia,Land,Northwest,2212.6545311458767,内蒙古
448,Inner Mongolia,Water,EU,570.3105375584286,内蒙古
462,Inner Mongolia,Energy,EU,3.9028844865697327,内蒙古
476,Inner Mongolia,CO2,EU,11.069272894074329,内蒙古
490,Inner Mongolia,Land,EU,1645.3922400269314,内蒙古
504,Inner Mongolia,Water,Non-EU,200.2941233777406,内蒙古
518,Inner Mongolia,Energy,Non-EU,1.3552573485269317,内蒙古
532,Inner Mongolia,CO2,Non-EU,3.8433205008115108,内蒙古
546,Inner Mongolia,Land,Non-EU,578.0808664077849,内蒙古
560,Inner Mongolia,Water,EA,471.47031513964714,内蒙古
574,Inner Mongolia,Energy,EA,3.2331927790728794,内蒙古
588,Inner Mongolia,CO2,EA,9.163604713071157,内蒙古
602,Inner Mongolia,Land,EA,1360.556808604641,内蒙古
616,Inner Mongolia,Water,BRIIAT,574.7448562268834,内蒙古
630,Inner Mongolia,Energy,BRIIAT,3.403309597737676,内蒙古
644,Inner Mongolia,CO2,BRIIAT,9.739696986430427,内蒙古
658,Inner Mongolia,Land,BRIIAT,1664.555833353361,内蒙古
672,Inner Mongolia,Water,NAFTA,1012.5765889400185,内蒙古
686,Inner Mongolia,Energy,NAFTA,6.408773226322762,内蒙古
700,Inner Mongolia,CO2,NAFTA,18.30024686193759,内蒙古
714,Inner Mongolia,Land,NAFTA,2925.931546236072,内蒙古
728,Inner Mongolia,Water,RoW,746.0035914941712,内蒙古
742,Inner Mongolia,Energy,RoW,5.68100703628969,内蒙古
756,Inner Mongolia,CO2,RoW,16.015011987206712,内蒙古
770,Inner Mongolia,Land,RoW,2145.983540912853,内蒙古
,source,EWCL,target,value,region
1,North,Water,Liaoning,2476.662341715043,辽宁
2,Northeast,Water,Liaoning,5552.102578391621,辽宁
3,Central,Water,Liaoning,1637.0987620861845,辽宁
4,Central Coast,Water,Liaoning,732.439624797424,辽宁
5,South Coast,Water,Liaoning,201.4101071534644,辽宁
6,Southwest,Water,Liaoning,410.73353001055506,辽宁
7,Northwest,Water,Liaoning,967.6418184086675,辽宁
8,EU,Water,Liaoning,124.52600685912358,辽宁
9,Non-EU,Water,Liaoning,63.33568028812762,辽宁
10,EA,Water,Liaoning,69.98219638445529,辽宁
11,BRIIAT,Water,Liaoning,2742.6404019819315,辽宁
12,NAFTA,Water,Liaoning,1716.756333293419,辽宁
13,RoW,Water,Liaoning,5130.821498646738,辽宁
15,North,Energy,Liaoning,11.353303027405302,辽宁
16,Northeast,Energy,Liaoning,10.652385193907136,辽宁
17,Central,Energy,Liaoning,5.349154431427716,辽宁
18,Central Coast,Energy,Liaoning,3.78824211612554,辽宁
19,South Coast,Energy,Liaoning,1.020457189364542,辽宁
20,Southwest,Energy,Liaoning,1.6900696531687198,辽宁
21,Northwest,Energy,Liaoning,8.499840988844056,辽宁
22,EU,Energy,Liaoning,1.5869504934887744,辽宁
23,Non-EU,Energy,Liaoning,0.4878960425780211,辽宁
24,EA,Energy,Liaoning,5.112673640570167,辽宁
25,BRIIAT,Energy,Liaoning,3.5020734522440873,辽宁
26,NAFTA,Energy,Liaoning,2.1368938059898035,辽宁
27,RoW,Energy,Liaoning,9.758378402336163,辽宁
29,North,CO2,Liaoning,31.004790365739396,辽宁
30,Northeast,CO2,Liaoning,31.289793152064775,辽宁
31,Central,CO2,Liaoning,15.641889636962787,辽宁
32,Central Coast,CO2,Liaoning,9.989559093223477,辽宁
33,South Coast,CO2,Liaoning,2.6822936014677787,辽宁
34,Southwest,CO2,Liaoning,4.683314112039249,辽宁
35,Northwest,CO2,Liaoning,23.43689529897289,辽宁
36,EU,CO2,Liaoning,1.8627916988017987,辽宁
37,Non-EU,CO2,Liaoning,0.7440093932111501,辽宁
38,EA,CO2,Liaoning,4.794063129116682,辽宁
39,BRIIAT,CO2,Liaoning,8.718797009529812,辽宁
40,NAFTA,CO2,Liaoning,3.560303421276235,辽宁
41,RoW,CO2,Liaoning,13.621877071771017,辽宁
43,North,Land,Liaoning,422.2063925484246,辽宁
44,Northeast,Land,Liaoning,3114.3427164843015,辽宁
45,Central,Land,Liaoning,408.76592123997096,辽宁
46,Central Coast,Land,Liaoning,98.94058277116716,辽宁
47,South Coast,Land,Liaoning,85.30717419254806,辽宁
48,Southwest,Land,Liaoning,286.6636733655839,辽宁
49,Northwest,Land,Liaoning,2574.1161224465404,辽宁
50,EU,Land,Liaoning,63.347433626757955,辽宁
51,Non-EU,Land,Liaoning,30.519100677456283,辽宁
52,EA,Land,Liaoning,13.13342057701844,辽宁
53,BRIIAT,Land,Liaoning,2023.1553414578923,辽宁
54,NAFTA,Land,Liaoning,804.2617847142657,辽宁
55,RoW,Land,Liaoning,3535.9101619619423,辽宁
56,Liaoning,Water,North,2402.076364081551,辽宁
70,Liaoning,Energy,North,16.10637833662133,辽宁
84,Liaoning,CO2,North,41.67582667797429,辽宁
98,Liaoning,Land,North,862.7755234812829,辽宁
112,Liaoning,Water,Northeast,1610.9787098775344,辽宁
126,Liaoning,Energy,Northeast,20.034898451284377,辽宁
140,Liaoning,CO2,Northeast,47.951170781842926,辽宁
154,Liaoning,Land,Northeast,552.4328282367115,辽宁
168,Liaoning,Water,Central,1290.9047774257442,辽宁
182,Liaoning,Energy,Central,8.493436748637544,辽宁
196,Liaoning,CO2,Central,21.186809785773384,辽宁
210,Liaoning,Land,Central,464.5214885523689,辽宁
224,Liaoning,Water,Central Coast,1787.65235741966,辽宁
238,Liaoning,Energy,Central Coast,7.6615036839942,辽宁
252,Liaoning,CO2,Central Coast,19.92075012059917,辽宁
266,Liaoning,Land,Central Coast,652.8545689250078,辽宁
280,Liaoning,Water,South Coast,386.7879864359213,辽宁
294,Liaoning,Energy,South Coast,3.2453620273164137,辽宁
308,Liaoning,CO2,South Coast,7.9445306268551175,辽宁
322,Liaoning,Land,South Coast,139.2844245084722,辽宁
336,Liaoning,Water,Southwest,472.03612639763264,辽宁
350,Liaoning,Energy,Southwest,3.315761126399146,辽宁
364,Liaoning,CO2,Southwest,8.242203553332413,辽宁
378,Liaoning,Land,Southwest,170.5242724860822,辽宁
392,Liaoning,Water,Northwest,773.4080039617372,辽宁
406,Liaoning,Energy,Northwest,7.008266691361854,辽宁
420,Liaoning,CO2,Northwest,17.541934921784613,辽宁
434,Liaoning,Land,Northwest,274.4406319018683,辽宁
448,Liaoning,Water,EU,760.1693150849196,辽宁
462,Liaoning,Energy,EU,4.985405868102426,辽宁
476,Liaoning,CO2,EU,12.38950330626871,辽宁
490,Liaoning,Land,EU,274.8056034834217,辽宁
504,Liaoning,Water,Non-EU,264.78643901013425,辽宁
518,Liaoning,Energy,Non-EU,1.7265210319436262,辽宁
532,Liaoning,CO2,Non-EU,4.291103282477843,辽宁
546,Liaoning,Land,Non-EU,95.81413021865885,辽宁
560,Liaoning,Water,EA,693.2272783811203,辽宁
574,Liaoning,Energy,EA,4.555860645779387,辽宁
588,Liaoning,CO2,EA,11.294587183209456,辽宁
602,Liaoning,Land,EA,249.66941169270243,辽宁
616,Liaoning,Water,BRIIAT,703.0994195894515,辽宁
630,Liaoning,Energy,BRIIAT,4.657549862864884,辽宁
644,Liaoning,CO2,BRIIAT,11.547184484911464,辽宁
658,Liaoning,Land,BRIIAT,253.74048763588476,辽宁
672,Liaoning,Water,NAFTA,1353.3644626994715,辽宁
686,Liaoning,Energy,NAFTA,8.290140347072613,辽宁
700,Liaoning,CO2,NAFTA,20.69971758460221,辽宁
714,Liaoning,Land,NAFTA,488.6347812695462,辽宁
728,Liaoning,Water,RoW,1058.3619070786472,辽宁
742,Liaoning,Energy,RoW,7.860612800539187,辽宁
756,Liaoning,CO2,RoW,19.337583311457152,辽宁
770,Liaoning,Land,RoW,380.38916799800205,辽宁
,source,EWCL,target,value,region
1,North,Water,Ningxia,258.83449144810186,宁夏
2,Northeast,Water,Ningxia,155.63392383960456,宁夏
3,Central,Water,Ningxia,419.0155099666615,宁夏
4,Central Coast,Water,Ningxia,156.61805682074134,宁夏
5,South Coast,Water,Ningxia,70.20102503466276,宁夏
6,Southwest,Water,Ningxia,144.78398312772532,宁夏
7,Northwest,Water,Ningxia,263.42644167150513,宁夏
8,EU,Water,Ningxia,12.026702113524973,宁夏
9,Non-EU,Water,Ningxia,6.3364501114458545,宁夏
10,EA,Water,Ningxia,7.399016134403016,宁夏
11,BRIIAT,Water,Ningxia,202.72955466763182,宁夏
12,NAFTA,Water,Ningxia,124.13579036847818,宁夏
13,RoW,Water,Ningxia,414.20717398381845,宁夏
15,North,Energy,Ningxia,2.004064425235321,宁夏
16,Northeast,Energy,Ningxia,0.9644507883828699,宁夏
17,Central,Energy,Ningxia,2.01923359786572,宁夏
18,Central Coast,Energy,Ningxia,1.0393111077810404,宁夏
19,South Coast,Energy,Ningxia,0.361825479592227,宁夏
20,Southwest,Energy,Ningxia,0.712688789214788,宁夏
21,Northwest,Energy,Ningxia,2.120924783552408,宁夏
22,EU,Energy,Ningxia,0.1774719329712201,宁夏
23,Non-EU,Energy,Ningxia,0.05632464334956424,宁夏
24,EA,Energy,Ningxia,0.587067257047147,宁夏
25,BRIIAT,Energy,Ningxia,0.47468222332155585,宁夏
26,NAFTA,Energy,Ningxia,0.24088448620669256,宁夏
27,RoW,Energy,Ningxia,1.3072955603743424,宁夏
